timestamp,name,location,access
2012-06-15T11:30:00-04:00,"The Vice President delivers remarks to the annual meeting of the U.S. Conference of Mayors","Florida, Orlando","Open Press"
2012-06-15T12:00:00-04:00,"Press Briefing by Treasury Under Secretary for International Affairs Lael Brainard, Deputy National Security Advisor for International Economics Mike Froman, and Deputy National Security Advisor for Strategic Communications Ben Rhodes","Press Briefing Room",
2012-06-15T12:00:00-04:00,"The President has lunch with winners of a campaign contest","Washington, DC","Travel Pool Spray"
2012-06-15T13:15:00-04:00,"The President delivers remarks in the Rose Garden on the Department of Homeland Security's announcement","Rose Garden","Open Press"
2012-06-15T13:45:00-04:00,"The Vice President attends a campaign event","Orlando Florida",
2012-06-15T17:10:00-04:00,"The President hosts a reception to observe LGBT Pride Month","East Room","Pooled Press"
2012-06-15T18:00:00-04:00,"The First Family depart the White House en route to Joint base Andrews","South Lawn","Open Press"
2012-06-15T18:15:00-04:00,"The First Family depart Joint Base Andrews en route to Chicago, Illinois","Joint Base Andrews","Travel Pool Coverage"
2012-06-15T20:00:00-04:00,"The First Family arrive in Chicago, Illinois","Chicago OâHare International Airport","Open Press"
2012-06-14T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-14T11:40:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-06-14T11:55:00-04:00,"The President departs Joint Base Andrews en route to Ohio","Joint Base Andrews","Travel Pool Coverage"
2012-06-14T13:00:00-04:00,"The Vice President will deliver the commencement address to Tallwood High School","Virginia, Virginia Beach","Open Press"
2012-06-14T13:05:00-04:00,"The President arrives in Ohio","Cleveland-Hopkins International Airport","Open Press"
2012-06-14T13:45:00-04:00,"The President delivers remarks at a campaign event","Ohio, Cleveland, Cuyahoga Community College","Open to pre-credentialed media"
2012-06-14T15:25:00-04:00,"The President departs Ohio en route to New York City","Cleveland-Hopkins International Airport","Open Press"
2012-06-14T16:35:00-04:00,"The President arrives in New York City","John F. Kennedy International Airport","Open Press"
2012-06-14T17:15:00-04:00,"The President and the First Lady will visit the Port Authority of New York and New Jersey's World Trade Center site, and receive a briefing on construction progress","New York City, One World Trade Center","Pooled Press"
2012-06-14T18:30:00-04:00,"The Vice President will attend an event for Delaware Attorney General Beau Biden","Wilmington, Delaware",
2012-06-14T18:45:00-04:00,"The President delivers remarks at a campaign event","Private Residence","Print Pool"
2012-06-14T21:55:00-04:00,"The President and the First Lady deliver remarks at a campaign event","The Plaza Hotel","Print Pool"
2012-06-14T23:35:00-04:00,"The President and the First Lady depart New York City en route to Joint Base Andrews","John F. Kennedy International Airport","Open Press"
2012-06-13T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-06-13T13:30:00-04:00,"The Vice President attends a regular meeting of senior officials to assess progress in Iraq","The White House",
2012-06-13T13:40:00-04:00,"The President signs S. 3261, Contract Awards for Large Air Tankers","Oval Office","Pool Spray"
2012-06-13T15:20:00-04:00,"The President and Vice President hold a bilateral meeting with President Shimon Peres of Israel","Oval Office","Closed Press"
2012-06-13T16:40:00-04:00,"The President attends a campaign event","The W Hotel","Closed Press"
2012-06-13T17:00:00-04:00,"The Vice President hosts a reception for the Motion Picture Association of America and Administration officials","Naval Observatory",
2012-06-13T19:10:00-04:00,"The President awards Shimon Peres the Presidential Medal of Freedom at a dinner at the White House; The President and President Peres deliver toasts; The First Lady and the Vice President also attend","East Room","Pooled Press"
2012-06-13T20:30:00-04:00,"The President, the First Lady, and the Vice President attend a reception with President Peres","East Room","Pooled Press"
2012-06-12T11:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-12T11:45:00-04:00,"The President departs the White House en route to Baltimore, Maryland","South Lawn","Open Press"
2012-06-12T13:20:00-04:00,"The President delivers remarks at a campaign event","Private Residence, Maryland, Owings Mills","Print Pool"
2012-06-12T14:35:00-04:00,"The President attends a campaign event","Maryland, Hyatt Regency, Baltimore","Closed Press"
2012-06-12T15:45:00-04:00,"The President delivers remarks at a campaign event","Maryland, Hyatt Regency, Baltimore","Pooled TV, Open to Correspondents"
2012-06-12T16:45:00-04:00,"The President departs Baltimore, Maryland","Baltimore/Washington International Airport","Open Press"
2012-06-12T17:20:00-04:00,"The President arrives in Philadelphia, Pennsylvania","Philadelphia International Airport","Open Press"
2012-06-12T18:10:00-04:00,"The President attends a campaign event","Philadelphia, Pennsylvania, Franklin Institute","Closed Press"
2012-06-12T19:45:00-04:00,"The President delivers remarks at a campaign event","Philadelphia, Pennsylvania, Franklin Institute","Pooled TV, Open to Correspondents"
2012-06-12T21:05:00-04:00,"The President delivers remarks at a campaign event","Philadelphia, Pennsylvania, Franklin Institute","Print Pool"
2012-06-12T22:20:00-04:00,"The President departs Philadelphia, Pennsylvania","Philadelphia International Airport","Open Press"
2012-06-12T23:05:00-04:00,"The President arrives at Joint Base Andrews","Joint Base Andrews","Travel Pool Coverage"
2012-06-12T23:20:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-06-11T09:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-11T10:50:00-04:00,"The President participates in interviews with local TV anchors from across the country","Cabinet Room","Closed Press"
2012-06-11T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2012-06-11T13:15:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-06-11T16:00:00-04:00,"The President and the Vice President meet with Treasury Secretary Geithner","Oval Office","Closed Press"
2012-06-11T16:30:00-04:00,"The President and the Vice President meet with Secretary of Defense Panetta","Oval Office","Closed Press"
2012-06-08T10:15:00-04:00,"The President delivers a statement","Press Briefing Room","Open Press"
2012-06-08T12:30:00-04:00,"The President and Vice President meet for lunch","Private Dining Room","Closed Press"
2012-06-08T13:30:00-04:00,"The Vice President meets with President Ellen Johnson Sirleaf of Libia","The White House","Pool Spray at the Top"
2012-06-08T14:00:00-04:00,"The President a bilateral meeting with President Aquino of the Philippines","Oval Office","Pool Spray at the Bottom"
2012-06-08T14:50:00-04:00,"The President honors the Super Bowl XLVI Champion New York Giants","South Lawn","Open to pre-credentialed media"
2012-06-08T17:10:00-04:00,"The President attends a campaign event","The Jefferson Hotel","Closed Press"
2012-06-07T12:00:00-04:00,"The Vice President meets with Prime Minister Jyrki Katainen of Finland",,"Pool Spray at the Top"
2012-06-07T13:20:00-04:00,"The President delivers remarks at a campaign event","Private Residence, Los Angeles, California","Print Pool"
2012-06-07T14:20:00-04:00,"The President departs Los Angeles, California","Los Angeles International Airport","Open Press"
2012-06-07T15:20:00-04:00,"The President arrives Las Vegas, Nevada","McCarran International Airport","Open Press"
2012-06-07T15:50:00-04:00,"The President delivers remarks on college affordability","University of Nevada Las Vegas","Open to pre-credentialed media"
2012-06-07T17:00:00-04:00,"The President departs Las Vegas, Nevada","McCarran International Airport","Open Press"
2012-06-07T21:10:00-04:00,"The President arrives Joint Base Andrews",,"Travel Pool Coverage"
2012-06-07T21:25:00-04:00,"The President arrives the White House","South Lawn","Open Press"
2012-06-06T09:20:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-06-06T09:35:00-04:00,"The President departs Joint Base Andrews en route San Francisco, California","Joint Base Andrews","Travel Pool Coverage"
2012-06-06T11:45:00-04:00,"The Vice President delivers remarks on the Administrationâs job creation efforts","North Carolina, Winston-Salem","Open Press"
2012-06-06T14:45:00-04:00,"The President arrives San Francisco, California","San Francisco International Airport","Open Press"
2012-06-06T15:20:00-04:00,"The President attends a campaign event","California, San Francisco, Landmark Tower","Closed Press"
2012-06-06T17:15:00-04:00,"The President delivers remarks at a campaign event","California, San Francisco, Julia Morgan Ballroom","Print Pool"
2012-06-06T18:15:00-04:00,"The President departs San Francisco, California en route Los Angeles, California","San Francisco International Airport","Open Press"
2012-06-06T19:20:00-04:00,"The President arrives Los Angeles, California","Los Angeles International Airport","Open Press"
2012-06-06T22:15:00-04:00,"The President delivers remarks at a campaign event","California, Beverly Wilshire Hotel, Beverly Hills","Pooled TV, Open to Correspondents"
2012-06-06T23:55:00-04:00,"The President delivers remarks at a campaign event","Private Residence, California, Beverly Hills","Print Pool"
2012-06-04T09:45:00-04:00,"The President recieves the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-04T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-06-04T15:25:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-06-04T15:40:00-04:00,"The President departs Joint Base Andrews en route to New York City","Joint Base Andrews","Travel Pool Coverage"
2012-06-04T16:00:00-04:00,"The Vice President delivers the commencement address to Cypress Bay High School","Marlins Park","Open Press"
2012-06-04T16:35:00-04:00,"The President arrives in New York City","John F. Kennedy International Airport","Open Press"
2012-06-04T17:20:00-04:00,"The President delivers remarks at a campaign event","Private Residence","Print Pool"
2012-06-04T20:25:00-04:00,"The President delivers remarks at a campaign event","Waldorf Astoria","Pooled Press"
2012-06-04T21:35:00-04:00,"The President delivers remarks at a campaign event","New Amsterdam Theatre","Pooled Press"
2012-06-04T23:20:00-04:00,"The President departs New York City en route Joint Base Andrews","John F. Kennedy International Airport","Open Press"
2012-06-01T09:15:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-06-01T09:30:00-04:00,"The President departs Joint Base Andrews en route to Minneapolis, Minnesota","Joint Base Andrews","Travel Pool Coverage"
2012-06-01T10:45:00-04:00,"The President arrives at Minneapolis, Minnesota","Minneapolis-St. Paul International Airport","Open Press"
2012-06-01T11:45:00-04:00,"The President tours Honeywellâs Golden Valley facility","Honeywell Golden Valley Facility, Golden Valley, MN","Pooled Press"
2012-06-01T12:10:00-04:00,"The President delivers remarks urging Congress to act on the âTo Do Listâ","Honeywell Golden Valley Facility, Golden Valley, MN","Open Press"
2012-06-01T13:15:00-04:00,"The President delivers remarks at a campaign event","Minnesota, Minneapolis, Bachelor Farmer Restaurant","Print Pool"
2012-06-01T13:50:00-04:00,"The President attends a campaign event","Minnesota, Minneapolis, Bachelor Farmer Restaurant","Closed Press"
2012-06-01T14:25:00-04:00,"The President attends a campaign event","Minnesota, Minneapolis, Bachelor Farmer Restaurant","Closed Press"
2012-06-01T15:20:00-04:00,"The President departs Minneapolis, Minnesota en route to Chicago, Illinois","Minneapolis-St. Paul International Airport","Open Press"
2012-06-01T16:20:00-04:00,"The President arrives in Chicago, Illinois","OâHare International Airport","Open Press"
